CompanyName,Phone,Email,Website,Street,City,Province,Postal Code,Country,Badges,CitrixRelationship
"Technology In Action","613 656 2172","info@vantageit.ca","http://www.vantageit.ca","1485 Laperriere Ave","Ottawa","ON","K1Z 7S8","CA","Citrix Solution Advisor - silver",
"tegnar.com","1 855 8346271","support@tegnar.com","http://www.tegnar.com","3484 des Sources Boul Suite 434","Dollard-Des-Ormeaux","QC","H9B 1Z9","CA","Citrix Solution Advisor - silver",
"Teknicor","416 4169072828","alan_fullerton@teknicor.com","www.teknicor.com","27 Roytec Rd","Vaughan","ON","L4L 8E3","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Tektonic Inc.","001 416 2569928","info@tek-help.com","http://www.tek-help.com","390 Edgeley Blvd Unit 19","Vaughan","ON","L4K 3Z6","CA","Citrix Solution Advisor - silver",
"telebec, Northerntel","819 8197977687","jamieson.pouw@bellaliant.ca","www.telebec.com, www.northernt","10 Doyon Rue","Rouyn-Noranda","QC","J9X 7B4","CA","Citrix Solution Advisor - silver",
"Telecom Computer","1 905 3339621","jim.naysmith@telecomcomputer.com","http://telecomcomputer.com","5245 Harvester Rd","Burlington","ON","L7L 5L4","CA","Citrix Solution Advisor - silver",
"TELUS Communic. (BC) Inc.","1 250 3833922","procurment@telus.com","www.syscom-consulting.com","PO Box 7575","Vancouver","BC","V6B 8N9","CA","Citrix Solution Advisor - silver",
"Tenet Computer Group, Inc.","1 416 6653069","solutions@tenet.com","http://www.tenet.com","2820 Fourteenth Avenue Suite 101","Markham","ON","L3R 0S9","CA","Citrix Solution Advisor - silver",
"TeraMach Technologies Inc","1 613 2267775","tbloomfield@teramach.com","teramach.com","1130 Morrison Dr Suite 105","Ottawa","ON","K2H 9N6","CA","Citrix Solution Advisor - silver",
"The Good Guys Group Ltd.","1 403 7199166","info@thegoodguysgroup.ca","http://www.thegoodguysgroup.ca","5720 MacLeod Trail SW Suite 100","Calgary","AB","T2H 0J6","CA","Citrix Solution Advisor - silver",
"The Herjavec Group","001 416 4881272","rkelly@herjavecgroup.com","http://www.herjavecgroup.com","180 Duncan Mill Road 7th Floor","Toronto","ON","M3B 1Z6","CA","Citrix Solution Advisor - silver",
"TheITeam Ltd","1 403 2377750","jwagner@theiteam.ca","http://www.theiteam.ca","1210 8 St SW Suite 200","Calgary","AB","T2R 1L3","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"THINQ Technologies","1 519 96594600","bking@directdial.com","directdial.com","572 Wellington St","London","ON","N6A 3R3","CA","Citrix Solution Advisor - silver",
"Tigre Computer Services","001 403 8047316","donh@tigre-computers.com","http://www.tigre-computers.com","50 Citadel Gdns NW","Calgary","AB","T3G 3X5","CA","Citrix Solution Advisor - silver",
"Titus Technologies","778 919 8564","frida.saltiel@titustechnologies.ca","http://titustechnologies.ca","1111 Pacific St Suite 303","Vancouver","BC","V6E 3X7","CA","Citrix Solution Advisor - silver",
"TLC Solutions","1 604 3714852","info@tlcsolutions.ca","http://www.tlcsolutions.ca","19140 28th Ave Suite 108","Surrey","BC","V3Z 6M3","CA","Citrix Solution Advisor - silver",
"TLD Computers Inc","1 604 42726000","solutions@tld.com","www.tld.com","12251 Horseshoe Way Suite 100","Richmond","BC","V7A 4V4","CA","Citrix Solution Advisor - silver",
"Today's Technology Marketing Group","1 306 66647111","ttmg@ttmg.com","www.ttmg.com","18 Wayne Hicks Lane","Saskatoon","SK","S7L 6S2","CA","Citrix Solution Advisor - silver",
"Totaltek Solution Inc","905 820 5200","kbell@totaltek.ca","http://www.totaltek.ca","3176 Ridgeway Dr Suite 51","Mississauga","ON","L5L 5S6","CA","Citrix Solution Advisor - silver",
"Triella","647 426 1004","cbennett@triella.com","http://www.triella.com","18 King St E Suite 303","Toronto","ON","M5C 1C4","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"TrilliumPC Network Solutions Inc.","604 639 2988","dm@trilliumpc.com","http://TrilliumPC.com","3614 1st Ave E","Vancouver","BC","V5M 1C3","CA","Citrix Solution Advisor - silver",
"Triple 7 Technologies Inc.","905 8427177","triple7@on.aibn.com","http://Triple7Technologies.com","134 PO Box","Campbellville","ON","L0P 1B0","CA","Citrix Solution Advisor - silver",
"Triware Technologies","1 709 5795000","woneill@triware.ca","http://www.triware.ca","76 Brookfield Rd","St. John's","NL","A1E 3T9","CA","Citrix Solution Advisor - silver",
"TUC Managed IT Solutions","1 613 2288096","kristina.graham@tucmanaged.com","http://www.tucmanaged.com","1 Hines Road, Suite 301","Ottawa","ON","K2K3C7","CA","Citrix Solution Advisor - silver",
"Unilogik Systems Inc","1 604 7398488","vkumar@unilogik.com","http://www.unilogik.com","999 West Broadway Suite 620","Vancouver","BC","V5Z 1K5","CA","Citrix Solution Advisor - silver",
"USER FRIENDLY SYSTEMS INC.","1 905 3323343","yogi@ufs-inc.com","WWW.UFS-INC.COM","3070 Mainway Suite 2","Burlington","ON","L7M 3X1","CA","Citrix Solution Advisor - silver",
"Venture Computers of Canada","416 299 9877","sales@venture.ca","http://www.venture.ca","705 Middlefield Rd Unit 108","Scarborough","ON","M1V 5H5","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Vertex Solutions Corporation","416 4166283721","tsanders@vertexcorp.ca","www.vertexcorp.ca","53 Woodstream Blvd Unit 2","Vaughan","ON","L4L 7Y8","CA","Citrix Solution Advisor - silver",
"Virtual Evangelists Technology Inc.","416 8976477","vinodpant@yahoo.com","http://www.linkedin.com/profil","5441 Sheldon Park Drive","Burlington","ON","L7L5X3","CA","Citrix Solution Advisor - silver",
"Virtuel TI Inc","001 418 3532838","info@virtuelti.ca","http://www.virtuelti.ca","8630 rue Jack-Kerouac","Qu̩bec","QC","G2K 0A6","CA","Citrix Solution Advisor - silver",
"Vivek IT Consultants Inc","001 416 5644334","info@vivekit.com","http://vivekit.com","5718 Riverdale Cres","Mississauga","ON","L5M 4R4","CA","Citrix Solution Advisor - silver",
"W2 Technology Group Inc.","1 780 4069284","swalker@w2tg.com","www.w2tg.com","9939 89 Ave NW","Edmonton","AB","T6E 2S6","CA","Citrix Solution Advisor - silver",
"WBM Office Systems","1 306 6642686","bhardy@wbm.ca","http://www.wbm.ca","103 - 3718 Kinnear Place","Saskatoon","SK","S7P 0A6","CA","Citrix Solution Advisor - silver",
"WebLAN Systems","1 403 2398833","zingee@weblan.ca","http://www.weblan.ca","200 Country Hills Landng NW Suite 105","Calgary","AB","T3K 5P3","CA","Citrix Solution Advisor - silver",
"WW Works Inc.","1 905 3325844","wade.weppler@wwworks.com","http://www.wwworks.com","5353 North Service Road Suite 200","Burlington","ON","L7L 5H7","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"XBase Technologies Corporation","1 416 3401020","stuart.demeter@xbase.com","http://www.xbase.com","903 - 2225 Sheppard Avenue East","Toronto","ON","M2J 5C2","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"XCEL Professional Services Ltd.","001 403 9808032","sales@xpsl.ca","http://www.xpsl.ca","840 6 Ave SW Suite 240","Calgary","AB","T2P 3E5","CA","Citrix Solution Advisor - silver",
"Xenium IT Corporation","001 519 6699994","support@xenium.ca","http://www.xenium.ca","16 Arthur St S","Elmira","ON","N3B 2M5","CA","Citrix Solution Advisor - silver",
"Xyfon Solutions Inc.","604 568 1221","info@xyfon.com","http://xyfon.com/","Suite 1030 - 200 Granville St","Vancouver","BC","V6C 1S4","CA","Citrix Solution Advisor - silver",
"Xylotek Solutions Inc.","1 519 5842089","partners@xylotek.ca","www.xylotek.ca","600 Jamieson Pky Suite 3","Cambridge","ON","N3C 0A6","CA","Citrix Solution Advisor - silver,Citrix Service Provider",
"Yardstick Technologies Inc","1 780 07011839","kelly@yst1.com","www.yardsticktechnologies.com","4936 87 St NW Suite 300","Edmonton","AB","T6E 5W3","CA","Citrix Solution Advisor - silver",
"Zone cooperative ULaval","418 6562600","carl.filteau@zone.coop","http://www.zone.coop","2305 de L'Universite Rue Suite 112","Quebec","QC","G1V 0B4","CA","Citrix Solution Advisor - silver",
"1529966 Ab Ltd O/A HostedinCanada.com","001 403 7302040","info@hostedincanada.com","http://www.hostedincanada.com","1816 Crowchild Trail NW Suite 700","Calgary","AB","T2M 3Y7","CA","Citrix Service Provider",
"4GoodHosting.com","1 604 8009205","sales@4goodhosting.com","http://4goodhosting.com","999 Canada Pl Suite 404","Vancouver","BC","V6C 3E2","CA","Citrix Service Provider",
"ACCEO Solutions Inc","1 514 15142887161","thierry.bonte@acceo.com","http://www.acceo.com","75 Queen Rue Suite 6100","Montreal","QC","H3C 2N6","CA","Citrix Service Provider",
"Animate Inc.","416 535 2516","info@animate.com","http://www.animate.com","133 Richmond St W Suite 600","Toronto","ON","M5H 2L3","CA","Citrix Service Provider",
"Arelia","1 403 3331275","mark.hodges@arelia.ca","www.arelia.ca","11539 Douglas Woods Rise SE","Calgary","AB","T2Z 2A1","CA","Citrix Service Provider",
"Capris Group","905 507 8151","sales@capris.com","http://caprishosting.com","215 Traders Blvd E Unit 11","Mississauga","ON","L4Z 3K5","CA","Citrix Service Provider",
"CLOUD DYNAMICS INC","001 416 7597555","info@clouddynamicsinc.com","http://www.clouddynamicsinc.com","18 Wynford Dr Suite 307","Toronto","ON","M3C 3S2","CA","Citrix Service Provider",
"Corporate Networks","780 790 1564","zeshan.butt@corpnet.ca","http://www.corpnet.ca","8313 Fraser Ave","Fort McMurray","AB","T9H 1W9","CA","Citrix Service Provider",
"CtxUniverse","001 514 7030209","info@ctxuniverse.com","http://ctxuniverse.com","176 Den Haag Dr","Ottawa","ON","K1K 2V7","CA","Citrix Service Provider",
"Discovernet","1 905 58148383","shuelin@discovernet.ca","www.discovernet.ca","3968 Oland Dr","Mississauga","ON","L5M 6L7","CA","Citrix Service Provider",
"DS Managed Solutions","416 800 6061","mike.domingos@netrackservers.com","http://www.netrackservers.com","25 Adelaide St E Suite 720","Toronto","ON","M5C 3A1","CA","Citrix Service Provider",
"Etelligent Solutions Inc.","1 780 4523033","tschwenneker@esicanada.com","http://www.esicanada.com","11820 121 St NW","Edmonton","AB","T5L 5H5","CA","Citrix Service Provider",
"Follow Me IT","416 825 4212","sales@followmeit.com","http://www.followmeit.com","1172 Lansdown Dr","Oakville","ON","L6J 7N6","CA","Citrix Service Provider",
"Fort Technology Inc.","1 780 6694500","sales@forttechnology.ca","http://www.forttechnology.ca","#140, 8818 - 111 St","Fort Saskatchewan","AB","T8L 3T4","CA","Citrix Service Provider",
"Haxxess Enterprise Corporation","1 705 9884566","info@haxxess.com","http://www.haxxess.com","199 Loachs Rd Unit 106B","Sudbury","ON","P3E 2P7","CA","Citrix Service Provider",
"Hosted SFY","1 250 8703534","martin@hostedsfy.com","www.hostedsfy.com","1429 Blueridge Rd","Kelowna","BC","V1W 3A7","CA","Citrix Service Provider",
"i-worx","1 604 6396300","andre@i-worx.ca","http://www.i-worx.ca","#201 - 255 West 1st Street","North Vancouver","BC","V7M 3G8","CA","Citrix Service Provider",
"Infinity Network Solutions Inc","416 235 0931","byakobi@essentialdata.ca","http://essentialdata.ca","1340 Wilson Ave","Toronto","ON","M3M 1H8","CA","Citrix Service Provider",
"Interscale Inc","1 855 8881887","sales@interscale.com","http://www.interscale.com","10060 Jasper Ave NW","Edmonton","AB","T5J 3R8","CA","Citrix Service Provider",
"Net2Net IT Solutions","416 4168008917","bpavlidis@net2net-it.com","www.net2net-it.com","2359 Royal Windsor Dr Unit 27","Mississauga","ON","L5J 4S9","CA","Citrix Service Provider",
"NetFusion Designs","1 647 4765259","geeshan@netfusiondesigns.net","http://netfusiondesigns.net","50 Willow Park Dr","Brampton","ON","L6R 2N4","CA","Citrix Service Provider",
"Next Hop Solutions Inc","001 604 4845141","thall@nexthop.ca","http://www.nexthop.ca","34970 Mt Blanchard Dr","Abbotsford","BC","V2S 6T5","CA","Citrix Service Provider",
"Nirix Technology","1 780 4141556","steven.hsu@nirix.com","http://www.nirix.com","18203 114 Ave NW","Edmonton","AB","T5S 2P6","CA","Citrix Service Provider",
"Nucleus Networks","1 604 6823444","sales@nucleusnetworks.ca","http://www.nucleusnetworks.ca","375 Water St Suite 375","Vancouver","BC","V6B 5C6","CA","Citrix Service Provider",
"Orion Software","514 484 9661","info@orion-soft.com","http://www.orion-soft.com","6000 Cote-Des-Neiges Ch Suite 240","Montreal","QC","H3S 1Z8","CA","Citrix Service Provider",
"Oriso Solutions","1 450 4441544","rpapin@igovirtual.com","http://www.oriso.com","100-3580 Isabelle Rue","Brossard","QC","J4Y 2R3","CA","Citrix Service Provider",
"Precicom Technologies","418 334 2525","info@precicom.com","http://www.precicom.com","131 Notre-Dame Rue O Bureau 10","Thetford Mines","QC","G6G 1J4","CA","Citrix Service Provider",
"Quartet Service Inc","001 416 4838332","helpme@quartetservice.com","http://www.quartetservice.com","1867 Yonge St Suite 600","Toronto","ON","M4S 1Y5","CA","Citrix Service Provider",
"Rebel Networks","416 4169073892","domenic@rebelnetworks.com","www.rebelnetworks.com","251 Queen St S","Mississauga","ON","L5M 1L7","CA","Citrix Service Provider",
"Rogers Communications","800 850 4217","salesleadsgta@rci.rogers.com","http://www.rogers.com","333 Bloor St E","Toronto","ON","M4W 1G9","CA","Citrix Service Provider",
"Simpliciti","1 514 3606066","gvesnaver@simpliciti.ca","http://www.simpliciti.ca","22 de Domremy Rue","Lorraine","QC","J6Z 2Y8","CA","Citrix Service Provider",
"Strategic IT & Business Solutions","647 930 1649","info@strategicibs.com","http://www.strategicibs.com","150 Skyway Ave","Toronto","ON","M9W 4Y9","CA","Citrix Service Provider",
"Structured IT Solutions Inc","416 848 3344","inquiries@sisc.com","http://www.structurdit.ca","7 Labatt Ave Suite 203C","Toronto","ON","M5A 1Z1","CA","Citrix Service Provider",
"TELUS","1 604 4322151","daniel.anzarut@telus.com","http://telus.com","25 York St","Toronto","ON","M5J 2V5","CA","Citrix Service Provider",
"Think On Inc.","1 647 4789266","requests@thinkon.com","http://www.thinkon.com","47 Front St E Suite 400","Toronto","ON","M5E 1B3","CA","Citrix Service Provider",
"VCIT Consulting","1 604 2887325","alan@vcit.ca","http://www.vcit.ca","#120 - 100 Klahanie Drive","Port Moody","BC","V3H 5K3","CA","Citrix Service Provider",
"Virtual Revolution Inc","1 613 8044097","jdavey@virtualrevolution.ca","http://virtualrevolution.ca","1310 Lakewood Dr","Sudbury","ON","P3E 6H9","CA","Citrix Service Provider",
"Welcome Networks Inc.","001 604 5151700","nick@welcomenetworks.com","http://www.welcomenetworks.com","7893 Edmonds St Suite 205","Burnaby","BC","V3N 1B9","CA","Citrix Service Provider",
"Your IT Inc","416 4164926789","ryan@youritinc.com","www.youritinc.com","107 Dalt Hicks Way","Markham","ON","L6C 1R6","CA","Citrix Service Provider",
"Ingram Micro","1 905 7555000","","Ingrammicro.ca","55 Standish Crt","Mississauga","ON","L5R 4A1","CA","Distributor",
"Dell Canada Inc.","416 7582219","chris_james@dell.com","http://www.dell.ca","501-155 Gordon Baker Rd","North York","ON","M2H 3N5","CA","Large Account Reseller",
"Insight Canada","514 3443500","","www.insight.ca","5410 Decarie Blvd","Montreal","QC","H3X 4B2","CA","Large Account Reseller",
